,open,high,low,close,volume,open_interest,expiry,RSI
2021-07-23 11:00:00,34757.9,34776.3,34718.15,34731.6,20350.0,1881200.0,,46.7400961267604
2021-07-23 11:05:00,34731.55,34818.6,34730.0,34812.2,24575.0,1879450.0,,53.392882659719476
2021-07-23 11:10:00,34812.2,34825.05,34776.0,34794.6,15975.0,1877775.0,,51.86926630924966
2021-07-23 11:15:00,34794.6,34796.35,34750.15,34774.35,12450.0,1874825.0,,50.09789826645359
2021-07-23 11:20:00,34773.4,34793.85,34752.0,34766.7,12225.0,1873725.0,,49.41138829818833
2021-07-23 11:25:00,34767.2,34770.75,34744.05,34759.25,11950.0,1871275.0,,48.711325801879184
2021-07-23 11:30:00,34762.15,34779.55,34742.65,34761.55,8625.0,1869500.0,,48.95178784848006
2021-07-23 11:35:00,34761.55,34779.5,34742.0,34747.8,7950.0,1868000.0,,47.51749398518321
2021-07-23 11:40:00,34747.8,34787.15,34744.0,34772.8,7200.0,1868075.0,,50.36509271853025
2021-07-23 11:45:00,34772.05,34814.55,34772.05,34788.05,14100.0,1865575.0,,52.07335964016424
2021-07-23 11:50:00,34794.0,34853.2,34789.45,34850.65,34200.0,1860650.0,,58.40224946559337
2021-07-23 11:55:00,34845.65,34857.5,34826.0,34835.35,27575.0,1856425.0,,56.44050157260825
2021-07-23 12:00:00,34838.8,34840.15,34806.0,34810.0,26275.0,1848100.0,,53.248991475639606
2021-07-23 12:05:00,34810.0,34832.3,34793.05,34817.0,17700.0,1840500.0,,54.02213289198097
2021-07-23 12:10:00,34817.0,34827.7,34774.35,34783.9,13375.0,1838125.0,,49.82609462562195
2021-07-23 12:15:00,34781.05,34824.0,34760.05,34812.0,15600.0,1835325.0,,53.152800154943655
2021-07-23 12:20:00,34812.0,34848.35,34812.0,34828.3,19825.0,1833375.0,,55.01600433614637
2021-07-23 12:25:00,34828.3,34839.0,34773.0,34816.0,21100.0,1830325.0,,53.29352719208467
2021-07-23 12:30:00,34816.0,34829.6,34792.7,34825.0,15225.0,1821875.0,,54.418078139952556
2021-07-23 12:35:00,34827.0,34899.95,34811.5,34899.95,48175.0,1817000.0,,62.512753220582894
2021-07-23 12:40:00,34896.3,34900.3,34857.05,34875.95,29550.0,1812325.0,,58.90541943565831
2021-07-23 12:45:00,34875.95,34898.6,34864.2,34880.45,53925.0,1805250.0,,59.378741804059565
2021-07-23 12:50:00,34880.45,34933.4,34875.95,34913.2,56250.0,1800900.0,,62.742108534886
2021-07-23 12:55:00,34913.2,34920.0,34900.0,34915.0,49575.0,1801000.0,,62.923811418482856
2021-07-23 13:00:00,34919.95,34947.1,34919.1,34935.35,37425.0,1802825.0,,65.00190248341721
2021-07-23 13:05:00,34935.35,34970.0,34899.65,34933.65,65625.0,1800825.0,,64.67578028537773
2021-07-23 13:10:00,34932.35,34966.45,34925.05,34930.0,24775.0,1806775.0,,63.93410212672843
2021-07-23 13:15:00,34930.0,34937.45,34891.35,34915.0,43175.0,1807875.0,,60.846018477958744
2021-07-23 13:20:00,34915.5,34959.35,34911.85,34938.7,26200.0,1806575.0,,63.819547931778466
2021-07-23 13:25:00,34940.0,34955.6,34915.0,34927.75,15850.0,1797700.0,,61.49578345454268
2021-07-23 13:30:00,34927.95,34984.0,34885.75,34952.4,46225.0,1796575.0,,64.61895955575959
2021-07-23 13:35:00,34955.0,35020.0,34940.4,35014.45,59250.0,1794600.0,,70.99643879212923
2021-07-23 13:40:00,35010.25,35024.0,34990.0,34990.0,38950.0,1801700.0,,65.95183461282758
2021-07-23 13:45:00,34990.7,35001.0,34971.15,34984.45,18750.0,1801550.0,,64.82583700870606
2021-07-23 13:50:00,34984.4,34998.9,34975.0,34986.25,10825.0,1800750.0,,65.0343420192736
2021-07-23 13:55:00,34986.25,35033.3,34943.1,34969.3,40625.0,1800525.0,,61.34656338577278
2021-07-23 14:00:00,34969.3,35026.95,34966.0,34998.95,24600.0,1796025.0,,65.07710593831855
2021-07-23 14:05:00,35000.0,35010.0,34977.8,34986.55,22225.0,1798225.0,,62.36619766226366
2021-07-23 14:10:00,34987.55,35000.0,34966.05,35000.0,14225.0,1794500.0,,64.11248330122373
2021-07-23 14:15:00,34999.1,35000.85,34952.95,34968.35,21150.0,1795625.0,,57.36668918293435
2021-07-23 14:20:00,34968.35,34990.05,34928.6,34958.85,27200.0,1791150.0,,55.47974306556201
2021-07-23 14:25:00,34954.0,34983.0,34933.7,34977.5,25200.0,1789425.0,,58.37441890544822
2021-07-23 14:30:00,34977.5,35000.0,34962.6,34987.05,22025.0,1786025.0,,59.815249011898686
2021-07-23 14:35:00,34987.0,35020.0,34987.0,34996.75,30725.0,1782025.0,,61.28122585515649
2021-07-23 14:40:00,34999.95,35000.4,34966.65,34995.0,17150.0,1779225.0,,60.84992839761823
2021-07-23 14:45:00,34993.95,35089.15,34983.9,35073.25,95975.0,1777850.0,,70.75967637386921
2021-07-23 14:50:00,35070.95,35129.9,35070.95,35106.1,110075.0,1767575.0,,73.76224183706175
2021-07-23 14:55:00,35106.1,35112.95,35085.45,35087.85,43950.0,1774700.0,,69.49288152836415
2021-07-23 15:00:00,35087.85,35105.35,35061.0,35090.8,38450.0,1770825.0,,69.79719405050885
2021-07-23 15:05:00,35097.15,35105.85,35085.05,35092.85,38525.0,1768625.0,,70.02099011683465
2021-07-23 15:10:00,35092.7,35092.7,35057.55,35077.75,64350.0,1768025.0,,66.13379474431686
2021-07-23 15:15:00,35074.8,35077.4,35044.3,35067.25,68100.0,1745425.0,,63.49418857825061
2021-07-23 15:20:00,35062.85,35062.85,35002.4,35010.0,127700.0,1672275.0,,51.438885872451614
2021-07-23 15:25:00,35012.7,35022.35,35001.65,35022.35,99825.0,1656900.0,,53.49034745048995
2021-07-23 15:30:00,35020.0,35020.0,35020.0,35020.0,50.0,1656900.0,,53.03126329272154
2021-07-26 09:15:00,34889.0,34947.95,34775.35,34812.0,259350.0,1544100.0,,29.168789943544233
2021-07-26 09:20:00,34814.8,34890.65,34731.85,34875.0,121825.0,1588700.0,,38.23430919350352
2021-07-26 09:25:00,34875.7,35040.85,34875.7,34981.75,119025.0,1611550.0,,49.928510194212606
2021-07-26 09:30:00,34979.7,35001.9,34845.0,34924.8,88800.0,1603975.0,,45.03028777557476
2021-07-26 09:35:00,34910.0,34940.0,34860.1,34925.0,96350.0,1588125.0,,45.05067570873714
2021-07-26 09:40:00,34923.2,34950.0,34910.0,34915.0,44925.0,1531525.0,,44.168575712006785
2021-07-26 09:45:00,34915.0,34915.0,34851.25,34898.8,36125.0,1512225.0,,42.70962062426165
2021-07-26 09:50:00,34897.5,34932.65,34878.0,34887.1,52350.0,1520475.0,,41.639843883784536
2021-07-26 09:55:00,34887.1,34904.25,34870.0,34896.05,17150.0,1513025.0,,42.81971776928871
2021-07-26 10:00:00,34896.65,34980.0,34896.65,34949.95,33950.0,1516450.0,,49.44809319927299
2021-07-26 10:05:00,34952.55,34963.65,34930.0,34943.9,16050.0,1522650.0,,48.764782239963274
2021-07-26 10:10:00,34943.9,34970.0,34917.85,34957.25,15925.0,1523425.0,,50.3937620575183
2021-07-26 10:15:00,34957.25,34967.4,34925.0,34930.0,14125.0,1524375.0,,47.10180195139446
2021-07-26 10:20:00,34930.0,34950.0,34900.0,34929.25,19150.0,1524550.0,,47.010778214063656
2021-07-26 10:25:00,34929.25,34963.2,34929.25,34943.55,12250.0,1529900.0,,49.03316520011299
2021-07-26 10:30:00,34943.55,35089.45,34943.55,35084.7,86600.0,1528775.0,,63.742766764589774
2021-07-26 10:35:00,35086.1,35118.55,35063.2,35081.55,82850.0,1510700.0,,63.303673763098715
2021-07-26 10:40:00,35081.55,35129.1,35063.05,35095.0,42700.0,1506050.0,,64.43035622654976
2021-07-26 10:45:00,35095.0,35115.8,35045.0,35085.0,53625.0,1504475.0,,62.884444906728646
2021-07-26 10:50:00,35080.0,35094.0,35058.0,35072.05,13200.0,1509400.0,,60.84835324280077
2021-07-26 10:55:00,35075.0,35087.55,35065.0,35087.55,10225.0,1511400.0,,62.416885569035806
2021-07-26 11:00:00,35081.5,35114.0,35081.5,35113.35,38600.0,1516625.0,,64.93507850894899
2021-07-26 11:05:00,35113.35,35155.0,35110.1,35142.0,79700.0,1527950.0,,67.53633616784114
2021-07-26 11:10:00,35145.5,35145.5,35093.2,35100.05,21300.0,1529200.0,,60.46346780521069
2021-07-26 11:15:00,35107.35,35125.0,35082.1,35120.05,29250.0,1537025.0,,62.480874685566555
2021-07-26 11:20:00,35120.05,35125.0,35079.7,35095.0,16500.0,1536400.0,,58.45743845300056
2021-07-26 11:25:00,35095.0,35095.0,35052.75,35060.0,13925.0,1535900.0,,53.29362785680317
2021-07-26 11:30:00,35060.0,35069.0,34990.0,35015.35,45900.0,1530475.0,,47.52596851528102
2021-07-26 11:35:00,35017.25,35033.95,34967.1,34967.1,33650.0,1530625.0,,42.20980641772073
2021-07-26 11:40:00,34967.8,34998.0,34935.55,34968.45,51075.0,1530225.0,,42.40393130385545
2021-07-26 11:45:00,34965.25,34974.95,34943.0,34949.05,22350.0,1538600.0,,40.30848661190269
2021-07-26 11:50:00,34949.05,34995.0,34940.0,34966.5,15850.0,1538300.0,,43.035293179787764
2021-07-26 11:55:00,34973.4,34992.05,34953.4,34956.1,8075.0,1539300.0,,41.80943938155435
2021-07-26 12:00:00,34952.0,35007.0,34915.0,34992.7,42250.0,1544800.0,,47.47935259474605
2021-07-26 12:05:00,34999.5,35018.0,34975.55,34979.45,17125.0,1543500.0,,45.7417281604941
2021-07-26 12:10:00,34979.45,34986.45,34955.4,34958.95,11575.0,1547125.0,,43.112792562853876
2021-07-26 12:15:00,34958.2,34970.0,34936.45,34960.45,12375.0,1547700.0,,43.369265564049
2021-07-26 12:20:00,34960.45,34993.95,34953.2,34982.95,9950.0,1547600.0,,47.21363188036085
2021-07-26 12:25:00,34982.95,35011.55,34970.0,35003.8,10575.0,1549450.0,,50.562783466744364
2021-07-26 12:30:00,35004.65,35054.0,34991.95,35043.55,27050.0,1551275.0,,56.26052036975408
2021-07-26 12:35:00,35045.95,35053.35,35020.0,35053.35,10575.0,1553125.0,,57.55921027118508
2021-07-26 12:40:00,35054.1,35059.0,34992.65,35006.35,14150.0,1548425.0,,49.906039209814566
2021-07-26 12:45:00,35008.4,35032.0,34941.05,35011.05,38000.0,1509075.0,,50.613206408528875
2021-07-26 12:50:00,35011.05,35025.9,34986.2,34999.35,7625.0,1509825.0,,48.76759296747051
2021-07-26 12:55:00,34999.35,35038.7,34981.05,35021.75,12000.0,1511275.0,,52.35008983438062
2021-07-26 13:00:00,35016.0,35070.85,34993.2,35005.55,38125.0,1507675.0,,49.64626047370658
2021-07-26 13:05:00,35005.55,35030.85,34984.8,35020.3,10450.0,1508000.0,,52.0734288050645
2021-07-26 13:10:00,35020.3,35020.65,34979.6,34988.95,10850.0,1503875.0,,46.899004904565764
2021-07-26 13:15:00,34988.95,35010.0,34971.05,34988.0,12325.0,1506000.0,,46.74741364526295
2021-07-26 13:20:00,34988.0,35014.6,34958.0,35010.0,13125.0,1505375.0,,50.71992927058147
2021-07-26 13:25:00,35010.0,35025.0,34999.1,35012.0,11250.0,1503275.0,,51.07722513463372
2021-07-26 13:30:00,35012.05,35022.8,34959.65,34992.0,18650.0,1501525.0,,47.377942242449286
2021-07-26 13:35:00,34992.0,35011.85,34979.15,35001.05,16875.0,1495675.0,,49.17184086551378
2021-07-26 13:40:00,35001.05,35053.0,35001.05,35035.0,43675.0,1488475.0,,55.324655888060036
2021-07-26 13:45:00,35029.65,35063.65,35020.0,35047.4,40800.0,1467575.0,,57.355154125360016
2021-07-26 13:50:00,35049.55,35056.55,35024.0,35025.0,29575.0,1452050.0,,52.69583933218055
2021-07-26 13:55:00,35026.8,35032.15,34984.5,34993.7,23100.0,1450725.0,,46.95574134218258
2021-07-26 14:00:00,34994.95,35030.5,34971.0,35007.35,33700.0,1460625.0,,49.537325240898994
2021-07-26 14:05:00,35010.0,35040.4,35000.05,35015.0,23925.0,1468000.0,,50.97731183485665
2021-07-26 14:10:00,35010.6,35034.3,34997.05,35023.55,25475.0,1482575.0,,52.605140839444466
2021-07-26 14:15:00,35023.55,35032.6,34994.55,35007.05,11125.0,1480775.0,,49.20919735169945
2021-07-26 14:20:00,35007.05,35029.0,34995.0,35019.0,7225.0,1474375.0,,51.64393335959277
2021-07-26 14:25:00,35017.3,35082.75,35004.45,35059.75,32850.0,1475225.0,,58.88229192141815
2021-07-26 14:30:00,35055.65,35055.65,34905.2,34957.0,71725.0,1480000.0,,41.8653155719357
2021-07-26 14:35:00,34956.35,34984.75,34936.1,34954.15,22825.0,1481175.0,,41.50699912914577
2021-07-26 14:40:00,34960.05,34997.7,34944.15,34953.1,16450.0,1482400.0,,41.36652687538122
2021-07-26 14:45:00,34953.1,34976.85,34944.5,34956.8,18800.0,1487000.0,,42.110007772141195
2021-07-26 14:50:00,34958.35,35007.9,34956.25,34985.95,13375.0,1486575.0,,47.7330678300177
2021-07-26 14:55:00,34982.55,34986.55,34961.25,34972.1,9725.0,1487075.0,,45.473013574399076
2021-07-26 15:00:00,34976.0,34982.75,34948.95,34957.0,34675.0,1494250.0,,43.07821456501221
2021-07-26 15:05:00,34956.0,34969.95,34937.85,34964.7,31550.0,1502025.0,,44.6781787587041
2021-07-26 15:10:00,34961.15,34975.0,34959.6,34968.35,18625.0,1496675.0,,45.46075683879855
2021-07-26 15:15:00,34971.3,34971.95,34952.05,34955.25,31725.0,1489250.0,,43.10401480393518
2021-07-26 15:20:00,34954.9,34996.95,34949.0,34965.25,74000.0,1472150.0,,45.42967014305943
2021-07-26 15:25:00,34968.5,34968.5,34946.9,34959.15,48850.0,1464550.0,,44.24168793229551
2021-07-26 15:30:00,34959.15,34959.15,34959.15,34959.15,0.0,1464550.0,,44.24168793229551
2021-07-27 09:15:00,35039.95,35147.15,35010.15,35140.0,138875.0,1403225.0,,70.64026538017087
2021-07-27 09:20:00,35141.0,35168.55,35095.55,35107.85,89100.0,1418825.0,,64.76957593157948
2021-07-27 09:25:00,35107.85,35132.85,35079.85,35125.2,87100.0,1476825.0,,66.39277799251492
2021-07-27 09:30:00,35124.5,35148.0,35113.05,35121.7,34650.0,1481375.0,,65.73481208839061
2021-07-27 09:35:00,35121.7,35138.55,35096.8,35116.8,30600.0,1490500.0,,64.76709220003359
2021-07-27 09:40:00,35116.8,35120.0,34974.95,35070.05,114700.0,1504600.0,,56.257565693395506
2021-07-27 09:45:00,35070.0,35090.0,35045.0,35071.0,27700.0,1509150.0,,56.38297613538877
2021-07-27 09:50:00,35071.0,35109.0,35066.5,35109.0,21725.0,1515350.0,,61.17763205559762
2021-07-27 09:55:00,35108.95,35158.05,35100.0,35153.95,54625.0,1504250.0,,65.94629444830916
2021-07-27 10:00:00,35155.6,35177.8,35127.4,35136.35,57575.0,1482275.0,,62.698849608378694
2021-07-27 10:05:00,35136.35,35150.0,35128.0,35149.95,19225.0,1483175.0,,64.16724336589571
2021-07-27 10:10:00,35145.0,35150.0,35120.05,35122.0,11675.0,1482350.0,,59.02465951859844
2021-07-27 10:15:00,35121.5,35149.3,35121.5,35141.2,16575.0,1480300.0,,61.31806222598261
2021-07-27 10:20:00,35141.2,35159.95,35134.0,35146.0,16475.0,1484825.0,,61.89230445756474
2021-07-27 10:25:00,35142.25,35162.85,35140.05,35148.0,16225.0,1486175.0,,62.144472271372386
2021-07-27 10:30:00,35148.0,35186.05,35129.2,35179.85,54775.0,1485550.0,,66.00268133464515
2021-07-27 10:35:00,35178.6,35188.0,35156.05,35166.3,26275.0,1486600.0,,63.05817565818342
2021-07-27 10:40:00,35166.3,35166.3,35103.55,35117.95,38825.0,1484450.0,,53.829978040458435
2021-07-27 10:45:00,35115.5,35128.0,35103.8,35115.95,13775.0,1486275.0,,53.48132309665928
2021-07-27 10:50:00,35114.85,35130.0,35090.95,35116.0,25975.0,1485750.0,,53.48943360257584
2021-07-27 10:55:00,35116.0,35129.7,35105.0,35113.05,12725.0,1481050.0,,52.903375506781224
2021-07-27 11:00:00,35113.05,35120.0,35073.0,35080.0,19575.0,1479625.0,,46.72648486001616
2021-07-27 11:05:00,35080.0,35099.0,35066.2,35090.45,16225.0,1477925.0,,48.763505584452396
2021-07-27 11:10:00,35090.45,35109.65,35085.5,35094.7,8625.0,1477575.0,,49.60743835746518
2021-07-27 11:15:00,35094.7,35101.0,35090.3,35098.0,5250.0,1476750.0,,50.292080649238926
2021-07-27 11:20:00,35098.0,35098.0,35065.1,35088.1,16125.0,1479000.0,,48.177391638064535
2021-07-27 11:25:00,35092.75,35092.75,35055.0,35068.85,25700.0,1487600.0,,44.27867439870342
2021-07-27 11:30:00,35068.8,35083.0,35043.0,35078.0,26000.0,1488800.0,,46.4950700951041
2021-07-27 11:35:00,35074.2,35075.0,35043.45,35061.95,35075.0,1501725.0,,43.24564268036473
2021-07-27 11:40:00,35062.0,35066.5,35047.75,35065.0,11550.0,1511350.0,,44.045921217113424
2021-07-27 11:45:00,35065.0,35109.05,35061.65,35098.0,28350.0,1516625.0,,51.941921350294976
2021-07-27 11:50:00,35098.0,35114.85,35086.0,35107.7,12425.0,1514325.0,,53.996889396653216
2021-07-27 11:55:00,35107.7,35110.0,35081.0,35085.0,9225.0,1513800.0,,48.74399580409886
2021-07-27 12:00:00,35085.0,35096.3,35080.1,35090.45,8175.0,1513925.0,,50.00159242638972
2021-07-27 12:05:00,35090.45,35094.0,35065.75,35065.75,12250.0,1514725.0,,44.6541779348691
2021-07-27 12:10:00,35064.7,35081.05,35034.05,35075.0,44700.0,1514375.0,,46.94259653143578
2021-07-27 12:15:00,35075.0,35085.9,35048.7,35053.6,13350.0,1518475.0,,42.55837594984562
2021-07-27 12:20:00,35053.6,35053.6,34944.0,34981.0,106625.0,1540400.0,,31.731123395297946
2021-07-27 12:25:00,34980.65,35004.2,34972.05,34988.2,38125.0,1550150.0,,33.53702286591483
2021-07-27 12:30:00,34988.2,34988.2,34930.4,34948.9,67325.0,1569800.0,,29.023952488147874
2021-07-27 12:35:00,34945.25,34961.5,34867.1,34880.05,86750.0,1594700.0,,23.14714883673789
2021-07-27 12:40:00,34876.55,34904.4,34858.55,34880.25,74925.0,1608525.0,,23.195798556042906
2021-07-27 12:45:00,34889.05,34935.0,34871.45,34911.45,75600.0,1628350.0,,30.57862790040241
2021-07-27 12:50:00,34915.0,34924.4,34873.9,34877.55,44225.0,1621525.0,,27.486950319276215
2021-07-27 12:55:00,34876.7,34876.7,34821.0,34827.15,84000.0,1653125.0,,23.657316844760164
2021-07-27 13:00:00,34826.35,34857.4,34805.5,34835.0,54350.0,1680075.0,,25.40068573602241
2021-07-27 13:05:00,34835.0,34838.0,34753.05,34757.95,78400.0,1688950.0,,20.461576477306608
2021-07-27 13:10:00,34758.0,34790.45,34710.3,34735.3,84050.0,1694475.0,,19.27504609301885
2021-07-27 13:15:00,34733.0,34793.2,34729.3,34789.0,51225.0,1684575.0,,29.68562032431957
2021-07-27 13:20:00,34792.1,34821.95,34789.05,34818.3,54650.0,1648875.0,,34.63859679375619
2021-07-27 13:25:00,34818.3,34856.2,34813.4,34847.7,55550.0,1640700.0,,39.261853845438125
2021-07-27 13:30:00,34847.7,34854.2,34821.2,34837.95,47325.0,1621600.0,,38.2944572366547
2021-07-27 13:35:00,34835.05,34849.4,34812.45,34815.7,42875.0,1610150.0,,36.10797015192524
2021-07-27 13:40:00,34817.4,34924.05,34806.65,34909.65,64125.0,1609925.0,,49.277327400281514
2021-07-27 13:45:00,34909.35,34913.5,34869.9,34884.2,16275.0,1604075.0,,46.48232963501238
2021-07-27 13:50:00,34884.2,34886.3,34831.2,34854.8,49350.0,1612550.0,,43.41857413580112
2021-07-27 13:55:00,34855.6,34855.6,34794.95,34807.5,19850.0,1613675.0,,38.968397420630026
2021-07-27 14:00:00,34807.5,34840.2,34783.65,34807.65,19650.0,1619550.0,,38.989753389643425
2021-07-27 14:05:00,34807.65,34829.6,34805.0,34819.85,12325.0,1619100.0,,40.80405595290365
2021-07-27 14:10:00,34819.85,34832.0,34790.0,34798.85,14900.0,1623250.0,,38.672236735998425
2021-07-27 14:15:00,34798.85,34817.85,34771.0,34799.35,23825.0,1626250.0,,38.7542828763211
2021-07-27 14:20:00,34799.35,34808.0,34777.05,34788.75,15825.0,1630200.0,,37.605666857663
2021-07-27 14:25:00,34785.7,34817.8,34772.35,34778.15,14450.0,1630225.0,,36.44248445238082
2021-07-27 14:30:00,34776.95,34806.6,34766.45,34785.75,18700.0,1628175.0,,37.925014709158376
2021-07-27 14:35:00,34785.75,34807.95,34762.0,34774.0,19850.0,1632925.0,,36.507185360685284
2021-07-27 14:40:00,34776.35,34813.7,34776.05,34810.6,13625.0,1617575.0,,43.58241583584908
2021-07-27 14:45:00,34809.55,34843.0,34790.6,34810.95,24200.0,1611100.0,,43.64708601026617
2021-07-27 14:50:00,34810.95,34820.8,34793.05,34798.7,8800.0,1609650.0,,41.839381145813256
2021-07-27 14:55:00,34793.3,34798.55,34756.15,34764.9,45675.0,1618725.0,,37.25461069241686
2021-07-27 15:00:00,34770.75,34810.0,34769.95,34807.6,38200.0,1636025.0,,45.39525184441013
2021-07-27 15:05:00,34805.15,34810.6,34781.65,34790.75,23525.0,1630800.0,,43.02313768078836
2021-07-27 15:10:00,34791.4,34810.0,34791.4,34800.0,25550.0,1624000.0,,44.73054389803953
2021-07-27 15:15:00,34797.0,34809.0,34792.5,34795.1,29625.0,1606925.0,,43.97871350055734
2021-07-27 15:20:00,34792.0,34839.0,34792.0,34835.0,120300.0,1580850.0,,51.1751589685737
2021-07-27 15:25:00,34834.05,34837.0,34815.0,34817.2,72275.0,1523900.0,,48.20042831768318
2021-07-27 15:30:00,34817.2,34817.2,34817.2,34817.2,0.0,1523900.0,,48.200428317683176
2021-07-28 09:15:00,34768.5,34829.0,34627.2,34658.15,160325.0,1446900.0,,30.080498401847557
2021-07-28 09:20:00,34659.1,34659.1,34607.0,34637.4,61825.0,1452475.0,,28.57143733067597
2021-07-28 09:25:00,34637.4,34656.0,34615.6,34649.45,36850.0,1434350.0,,30.74429350915096
2021-07-28 09:30:00,34653.0,34653.15,34625.7,34639.8,44175.0,1427425.0,,29.95833134489129
2021-07-28 09:35:00,34639.85,34645.45,34536.35,34565.5,100350.0,1421900.0,,24.718618359423942
2021-07-28 09:40:00,34561.0,34572.0,34527.55,34539.65,53100.0,1436250.0,,23.19840540417353
2021-07-28 09:45:00,34537.9,34579.0,34530.7,34538.3,39250.0,1436550.0,,23.118441003720996
2021-07-28 09:50:00,34540.0,34569.75,34505.0,34564.0,55700.0,1443225.0,,28.19290251012681
2021-07-28 09:55:00,34564.75,34577.9,34540.0,34577.9,61375.0,1472450.0,,30.85128964285648
2021-07-28 10:00:00,34572.55,34600.95,34541.1,34553.2,48075.0,1476525.0,,28.810191730266975
2021-07-28 10:05:00,34547.0,34595.75,34541.1,34560.15,37825.0,1482175.0,,30.20932931172611
2021-07-28 10:10:00,34565.6,34566.0,34536.25,34547.95,18600.0,1474300.0,,29.12714742097921
2021-07-28 10:15:00,34547.95,34567.95,34516.0,34535.95,45875.0,1464725.0,,28.06229726635242
2021-07-28 10:20:00,34535.95,34539.0,34466.2,34474.05,76100.0,1477225.0,,23.325220808529014
2021-07-28 10:25:00,34473.55,34499.8,34461.0,34470.05,30925.0,1480325.0,,23.05439199170591
2021-07-28 10:30:00,34470.0,34477.35,34407.0,34450.0,76725.0,1496150.0,,21.694637283617542
2021-07-28 10:35:00,34447.3,34467.0,34414.0,34419.2,42025.0,1480200.0,,19.766015561524206
2021-07-28 10:40:00,34415.75,34423.5,34223.0,34227.25,181500.0,1514250.0,,12.379710584108807
2021-07-28 10:45:00,34225.85,34268.65,34118.2,34252.0,187350.0,1534750.0,,16.70200570899007
2021-07-28 10:50:00,34247.0,34299.55,34241.0,34268.3,60800.0,1531550.0,,19.517835917649425
2021-07-28 10:55:00,34268.25,34283.2,34187.05,34229.35,48250.0,1533775.0,,17.95583241337989
2021-07-28 11:00:00,34225.0,34244.45,34191.0,34235.0,35075.0,1534075.0,,18.968875405754325
2021-07-28 11:05:00,34237.05,34266.0,34229.45,34257.95,34075.0,1521450.0,,23.121330528270548
2021-07-28 11:10:00,34258.4,34332.1,34249.0,34321.0,67150.0,1502675.0,,33.24269292187875
2021-07-28 11:15:00,34321.4,34363.75,34321.4,34344.6,51100.0,1511000.0,,36.60692928846379
2021-07-28 11:20:00,34341.25,34355.2,34299.75,34330.0,40150.0,1489975.0,,35.4177848120277
2021-07-28 11:25:00,34330.0,34370.1,34325.0,34355.1,47650.0,1483775.0,,39.08153475758786
2021-07-28 11:30:00,34355.1,34360.85,34305.0,34307.8,23025.0,1476775.0,,35.04664694596132
2021-07-28 11:35:00,34307.8,34309.8,34283.2,34290.2,24900.0,1473725.0,,33.65433337467494
2021-07-28 11:40:00,34285.05,34302.0,34255.55,34299.65,21925.0,1476725.0,,35.14418603606717
2021-07-28 11:45:00,34299.65,34312.55,34271.15,34299.6,26900.0,1471025.0,,35.139689774570904
2021-07-28 11:50:00,34299.7,34303.55,34250.0,34256.1,26775.0,1470450.0,,31.378430860095293
2021-07-28 11:55:00,34256.15,34286.95,34232.5,34285.05,24750.0,1470575.0,,36.267647184602275
2021-07-28 12:00:00,34283.9,34343.1,34279.85,34338.0,25825.0,1466975.0,,44.11108355953869
2021-07-28 12:05:00,34334.5,34334.5,34297.0,34300.0,21450.0,1462400.0,,40.279866447962256
